"Year - Month","Population","Rate of ED visits","Count of ED visits","change of ED visits (%)","Rate of Hospitalizations","Count of Hospitalizations","change of Hospitalizations (%)","Rate of Deaths","Count of Deaths","change of Deaths (%)"
"2008 - 09","196065","18.4","3","-62.5","30.6","5","25.0","12.2","2","NaN.0"
"2008 - 10","196082","36.7","6","100.0","24.5","4","-20.0","6.1","1","-50.0"
"2008 - 11","196098","36.7","6","0.0","24.5","4","0.0","0","0","-100.0"
"2008 - 12","196115","18.4","3","-50.0","6.1","1","-75.0","12.2","2","NaN.0"
"2009 - 01","196132","48.9","8","166.7","42.8","7","600.0","0","0","-100.0"
"2009 - 02","196149","42.8","7","-12.5","24.5","4","-42.9","0","0","NaN.0"
"2009 - 03","196166","42.8","7","0.0","24.5","4","0.0","6.1","1","NaN.0"
"2009 - 04","196183","24.5","4","-42.9","0","0","-100.0","6.1","1","0.0"
"2009 - 05","196199","42.8","7","75.0","12.2","2","NaN.0","0","0","-100.0"
"2009 - 06","196216","55","9","28.6","12.2","2","0.0","6.1","1","NaN.0"
"2009 - 07","196233","24.5","4","-55.6","24.5","4","100.0","6.1","1","0.0"
"2009 - 08","196332","24.4","4","0.0","18.3","3","-25.0","0","0","-100.0"
"2009 - 09","196431","30.5","5","25.0","6.1","1","-66.7","12.2","2","NaN.0"
"2009 - 10","196529","24.4","4","-20.0","24.4","4","300.0","0","0","-100.0"
"2009 - 11","196628","42.7","7","75.0","18.3","3","-25.0","0","0","NaN.0"
"2009 - 12","196727","12.2","2","-71.4","6.1","1","-66.7","0","0","NaN.0"
"2010 - 01","196826","18.3","3","50.0","24.4","4","300.0","0","0","NaN.0"
"2010 - 02","196924","24.4","4","33.3","18.3","3","-25.0","0","0","NaN.0"
"2010 - 03","197023","30.5","5","25.0","24.4","4","33.3","0","0","NaN.0"
"2010 - 04","197122","18.3","3","-40.0","12.2","2","-50.0","0","0","NaN.0"
"2010 - 05","197221","36.5","6","100.0","12.2","2","0.0","6.1","1","NaN.0"
"2010 - 06","197319","24.3","4","-33.3","30.4","5","150.0","12.2","2","100.0"
"2010 - 07","197418","48.6","8","100.0","12.2","2","-60.0","6.1","1","-50.0"
"2010 - 08","197510","48.6","8","0.0","12.2","2","0.0","12.2","2","100.0"
"2010 - 09","197601","12.1","2","-75.0","6.1","1","-50.0","0","0","-100.0"
"2010 - 10","197693","24.3","4","100.0","18.2","3","200.0","0","0","NaN.0"
"2010 - 11","197784","12.1","2","-50.0","6.1","1","-66.7","12.1","2","NaN.0"
"2010 - 12","197876","36.4","6","200.0","6.1","1","0.0","0","0","-100.0"
"2011 - 01","197968","36.4","6","0.0","6.1","1","0.0","12.1","2","NaN.0"
"2011 - 02","198059","12.1","2","-66.7","24.2","4","300.0","6.1","1","-50.0"
