"Year - Month","Population","Rate of ED visits","Count of ED visits","change of ED visits (%)","Rate of Hospitalizations","Count of Hospitalizations","change of Hospitalizations (%)","Rate of Deaths","Count of Deaths","change of Deaths (%)"
"2019 - 08","1034996","35.9","31","-24.4","2.3","2","-77.8","2.3","2","-71.4"
"2019 - 09","1036314","28.9","25","-19.4","8.1","7","250.0","2.3","2","0.0"
"2019 - 10","1037631","32.4","28","12.0","12.7","11","57.1","4.6","4","100.0"
"2019 - 11","1038948","48.5","42","50.0","5.8","5","-54.5","3.5","3","-25.0"
"2019 - 12","1040265","36.9","32","-23.8","6.9","6","20.0","9.2","8","166.7"
"2020 - 01","1041583","23","20","-37.5","5.8","5","-16.7","4.6","4","-50.0"
"2020 - 02","1042900","56.4","49","145.0","6.9","6","20.0","8.1","7","75.0"
"2020 - 03","1044217","70.1","61","24.5","9.2","8","33.3","9.2","8","14.3"
"2020 - 04","1045534","74.6","65","6.6","5.7","5","-37.5","NaN","NaN","NaN.0"
"2020 - 05","1046852","63","55","-15.4","3.4","3","-40.0","NaN","NaN","NaN.0"
"2020 - 06","1048169","65.3","57","3.6","3.4","3","0.0","NaN","NaN","NaN.0"
