"Year - Month","Population","Rate of ED visits","Count of ED visits","change of ED visits (%)","Rate of Hospitalizations","Count of Hospitalizations","change of Hospitalizations (%)","Rate of Deaths","Count of Deaths","change of Deaths (%)"
"2006 - 05","199192","30.1","5","66.7","24.1","4","0.0","0","0","-100.0"
"2006 - 06","199287","12","2","-60.0","24.1","4","0.0","6","1","NaN.0"
"2006 - 07","199382","24.1","4","100.0","24.1","4","0.0","0","0","-100.0"
"2006 - 08","199419","12","2","-50.0","24.1","4","0.0","6","1","NaN.0"
"2006 - 09","199457","30.1","5","150.0","18","3","-25.0","6","1","0.0"
"2006 - 10","199494","6","1","-80.0","18","3","0.0","12","2","100.0"
"2006 - 11","199531","12","2","100.0","6","1","-66.7","0","0","-100.0"
"2006 - 12","199569","18","3","50.0","18","3","200.0","0","0","NaN.0"
"2007 - 01","199606","30.1","5","66.7","6","1","-66.7","12","2","NaN.0"
"2007 - 02","199643","24","4","-20.0","24","4","300.0","18","3","50.0"
"2007 - 03","199681","18","3","-25.0","12","2","-50.0","0","0","-100.0"
"2007 - 04","199718","0","0","-100.0","6","1","-50.0","0","0","NaN.0"
"2007 - 05","199755","12","2","NaN.0","0","0","-100.0","12","2","NaN.0"
"2007 - 06","199793","24","4","100.0","18","3","NaN.0","6","1","-50.0"
"2007 - 07","199830","18","3","-25.0","6","1","-66.7","6","1","0.0"
"2007 - 08","199897","18","3","0.0","18","3","200.0","0","0","-100.0"
"2007 - 09","199964","24","4","33.3","12","2","-33.3","0","0","NaN.0"
"2007 - 10","200031","12","2","-50.0","0","0","-100.0","0","0","NaN.0"
"2007 - 11","200097","18","3","50.0","6","1","NaN.0","12","2","NaN.0"
"2007 - 12","200164","42","7","133.3","0","0","-100.0","6","1","-50.0"
"2008 - 01","200231","6","1","-85.7","6","1","NaN.0","24","4","300.0"
"2008 - 02","200298","41.9","7","600.0","18","3","200.0","0","0","-100.0"
"2008 - 03","200365","18","3","-57.1","18","3","0.0","0","0","NaN.0"
"2008 - 04","200432","23.9","4","33.3","18","3","0.0","12","2","NaN.0"
"2008 - 05","200498","47.9","8","100.0","29.9","5","66.7","0","0","-100.0"
"2008 - 06","200565","41.9","7","-12.5","17.9","3","-40.0","6","1","NaN.0"
"2008 - 07","200632","41.9","7","0.0","0","0","-100.0","23.9","4","300.0"
"2008 - 08","200635","29.9","5","-28.6","12","2","NaN.0","0","0","-100.0"
"2008 - 09","200638","12","2","-60.0","6","1","-50.0","17.9","3","NaN.0"
"2008 - 10","200641","23.9","4","100.0","17.9","3","200.0","17.9","3","0.0"
"2008 - 11","200644","23.9","4","0.0","23.9","4","33.3","17.9","3","0.0"
"2008 - 12","200647","17.9","3","-25.0","17.9","3","-25.0","12","2","-33.3"
"2009 - 01","200650","17.9","3","0.0","6","1","-66.7","6","1","-50.0"
"2009 - 02","200653","12","2","-33.3","0","0","-100.0","6","1","0.0"
"2009 - 03","200656","35.9","6","200.0","17.9","3","NaN.0","12","2","100.0"
"2009 - 04","200659","29.9","5","-16.7","23.9","4","33.3","6","1","-50.0"
"2009 - 05","200662","59.8","10","100.0","35.9","6","50.0","0","0","-100.0"
"2009 - 06","200665","23.9","4","-60.0","23.9","4","-33.3","0","0","NaN.0"
"2009 - 07","200668","53.8","9","125.0","29.9","5","25.0","6","1","NaN.0"
"2009 - 08","200625","53.8","9","0.0","23.9","4","-20.0","17.9","3","200.0"
"2009 - 09","200583","29.9","5","-44.4","17.9","3","-25.0","12","2","-33.3"
"2009 - 10","200540","23.9","4","-20.0","6","1","-66.7","18","3","50.0"
"2009 - 11","200497","29.9","5","25.0","23.9","4","300.0","12","2","-33.3"
"2009 - 12","200454","23.9","4","-20.0","29.9","5","25.0","0","0","-100.0"
"2010 - 01","200412","12","2","-50.0","18","3","-40.0","6","1","NaN.0"
"2010 - 02","200369","12","2","0.0","18","3","0.0","29.9","5","400.0"
"2010 - 03","200326","18","3","50.0","0","0","-100.0","12","2","-60.0"
"2010 - 04","200283","41.9","7","133.3","41.9","7","NaN.0","6","1","-50.0"
"2010 - 05","200241","24","4","-42.9","6","1","-85.7","6","1","0.0"
"2010 - 06","200198","36","6","50.0","18","3","200.0","12","2","100.0"
"2010 - 07","200155","60","10","66.7","6","1","-66.7","18","3","50.0"
"2010 - 08","200127","42","7","-30.0","24","4","300.0","12","2","-33.3"
"2010 - 09","200100","18","3","-57.1","12","2","-50.0","6","1","-50.0"
"2010 - 10","200072","36","6","100.0","24","4","100.0","0","0","-100.0"
"2010 - 11","200044","36","6","0.0","30","5","25.0","0","0","NaN.0"
"2010 - 12","200016","12","2","-66.7","12","2","-60.0","18","3","NaN.0"
"2011 - 01","199989","24","4","100.0","12","2","0.0","0","0","-100.0"
"2011 - 02","199961","36","6","50.0","12","2","0.0","6","1","NaN.0"
"2011 - 03","199933","42","7","16.7","24","4","100.0","12","2","100.0"
"2011 - 04","199905","12","2","-71.4","18","3","-25.0","0","0","-100.0"
"2011 - 05","199878","72","12","500.0","30","5","66.7","6","1","NaN.0"
"2011 - 06","199850","18","3","-75.0","12","2","-60.0","12","2","100.0"
"2011 - 07","199822","36","6","100.0","30","5","150.0","24","4","100.0"
